title,author,date
NASA Center Director Decries Inaccuracies in ITAR Allegations,Dan Leone,"February 15, 2013"
Gilat Takes $31.9M Wavestream Hit in Face of Pentagon Uncertainty,Peter B. de Selding,"February 15, 2013"
Growth Prospects Have KVH Flexing Its Muscles,Peter B. de Selding,"February 15, 2013"
Aerojet Awarded Contract for SLS Booster Design Work,Dan Leone,"February 14, 2013"
"Orbital Reschedule Antares Hot Fire, Reports Earnings",Peter B. de Selding,"February 14, 2013"
Satellite Operators See No Threat from Feb. 15 Asteroid Flyby,Peter B. de Selding,"February 14, 2013"
Khrunichev Cites Overheating in Proton Upper-stage Mishap,Peter B. de Selding,"February 14, 2013"
EU Taps Astrium To Map Carbon Concentrations,Peter B. de Selding,"February 14, 2013"
Report Calls for Sweeping Rethink of Swedish Space Spending,Peter B. de Selding,"February 14, 2013"
"Mikulski, Shelby Consolidate Power over NASA Spending",Dan Leone,"February 13, 2013"
Satellites Play Key Role in Successful Anti-missile Test,Mike Gruss,"February 13, 2013"
"Astrium, Actia Sodielec To Build Ka-band Ground Network",Peter B. de Selding,"February 13, 2013"
"SN Blog | NASA’s Mohawk Guy on His Job, the Outer Planets and the State of the Union Address",Dan Leone,"February 13, 2013"
Skybox Accelerates Second Imaging Satellite,Warren Ferster,"February 12, 2013"
Virgin Galactic Regulatory Regime Remains Unsettled,Dan Leone,"February 12, 2013"
Harris CapRock Lands FCSA CS2 Work Worth $10 Million,Mike Gruss,"February 12, 2013"
NASA Taps Lueders for Commercial Crew Post,Dan Leone,"February 12, 2013"
Turbopump Bearing Cited in Proton Upper-stage Failure,Peter B. de Selding,"February 12, 2013"
Director of Space Society Calls It Quits after One Year,Brian Berger,"February 11, 2013"
How Landsat’s Launch Will Improve Environmental Monitoring,Debra Werner,"February 11, 2013"
Double Trouble for Space Conferences,Mike Gruss,"February 11, 2013"
"Profile | Brig. Gen. Anthony Cotton, Director, Eastern Range, Patrick Air Force Base",Irene Klotz,"February 11, 2013"
NASA To Launch Massive Sunjammer Solar Sail Mission in 2014,Leonard David,"February 11, 2013"
Blast from the Past: NASA Fires Up Engine Parts for New Rocket,Robert Z. Pearlman,"February 11, 2013"
NASA Picks Teledyne Brown for ISS Support Contract,SpaceNews Editor,"February 11, 2013"
Neil deGrasse Tyson Passes 1 Million Twitter Followers,SpaceNews Editor,"February 11, 2013"
NASA Increases Value of Wyle Bioastronautics Contract by $49 Million,SpaceNews Editor,"February 11, 2013"
"Air Force Sequestration Plan Targets Missile Warning, Space Surveillance",Mike Gruss,"February 8, 2013"
Orbital Sets Antares Hot Fire for Feb. 12,SpaceNews Editor,"February 8, 2013"
Eutelsat Signs New Multilaunch Deal with Arianespace,Peter B. de Selding,"February 8, 2013"
Copernicus Backers Worry EU Cuts Will Discourage Investment,Peter B. de Selding,"February 8, 2013"
Eutelsat Reports 37% Increase in Tooway Broadband Subscriptions,Peter B. de Selding,"February 8, 2013"
Asteroid Set To Pass Between Earth and Orbit Favored by Commercial Satellites,"Miriam Kramer, Space.com","February 8, 2013"
"Ariane 5 Launches Telecom Sats for Hispasat, Azerbaijan",Peter B. de Selding,"February 7, 2013"
Arabsat Buys Greece’s HellasSat for $281 Million,Peter B. de Selding,"February 7, 2013"
"After Global Chase, Boeing Sues Former Sea Launch Partners",Peter B. de Selding,"February 7, 2013"
Congress To Consider Changes to U.S. Commercial Space Law,Dan Leone,"February 7, 2013"
ViaSat Riding Wave of U.S. Military In-flight Broadband Demand,Peter B. de Selding,"February 7, 2013"
China Releases Feng Yun Satellite Images of Smog,Eric Johnson,"February 7, 2013"
"Operating Cost Cuts Help CNES to Triple Spending on Research, Flight Demos",Peter B. de Selding,"February 7, 2013"
"Sequestration To Hit Missile Warning, Space Surveillance Programs",Mike Gruss,"February 6, 2013"
Globalstar Anticipates Return of Voice Service,Peter B. de Selding,"February 6, 2013"
Canada Seeking Partners for Polar Satellite System,David Pugliese,"February 6, 2013"
Orion Abort Test Delayed Until After Maiden SLS Flight,Dan Leone,"February 6, 2013"
"After Declines, ATK Sees Stability for Space Business",Peter B. de Selding,"February 6, 2013"
European Satellite Makers Shedding U.S.-made Content,Peter B. de Selding,"February 5, 2013"
"Two Former Astronauts, Including Commercial Crew Official, Leave NASA",Dan Leone,"February 5, 2013"
Taylor Stepping Down as Ball Aerospace Chief Exec,Mike Gruss,"February 4, 2013"
"Profile | James Free, Director, NASA Glenn Research Center",Dan Leone,"February 4, 2013"
Lockheed Martin Awarded 2 Satellite Support Contracts,SpaceNews Editor,"February 4, 2013"
ITT Exelis Selected To Study Future Weather Satellites,SpaceNews Editor,"February 4, 2013"
Ball Satellite Manufacturing Expansion Opens Its Doors,SpaceNews Editor,"February 4, 2013"
Eutelsat Rolling Out New In-flight Broadband Service,SpaceNews Editor,"February 4, 2013"
Globecomm To Explore ‘Strategic Alternatives’,SpaceNews Editor,"February 4, 2013"
Experts Divided on Benefits of Disaggregating Military Space Missions,Mike Gruss,"February 4, 2013"
NASA Planet-Hunting Craft Recovering from Glitch,SpaceNews Editor,"February 4, 2013"
European Operators Face Terrestrial Challenge on Two Fronts,Peter B. de Selding,"February 1, 2013"
Increase in Funding Fuels High Hopes for Israeli Space,Barbara Opall-Rome,"February 1, 2013"
GeoEye-2 Entry Shakes Up U.A.E. Satellite Competition,Warren Ferster,"February 1, 2013"
Space Programs Facing Cuts in Seven-year EU Budget,Peter B. de Selding,"February 1, 2013"
Sea Launch Rocket Failure Destroys Intelsat IS-27 Satellite,Peter B. de Selding,"February 1, 2013"
ESA Approves $190M in New Spending on Ariane and Vega Launchers,Peter B. de Selding,"February 1, 2013"
DigitalGlobe Closes GeoEye Acquisition,Warren Ferster,"January 31, 2013"
SN Blog | Defense Contractors Put a (Mostly) Brave Face on Sequestration,Mike Gruss,"January 31, 2013"
NASA Giving QuickScat Spares New Mission on Space Station,Debra Werner,"January 31, 2013"
"Florida, NASA Wrangling over Spaceport Real Estate",Irene Klotz,"January 31, 2013"
"Space Spending on the Rise, Britain Puts out Welcome Mat",Peter B. de Selding,"January 31, 2013"
Bigelow’s Fares Show SpaceX Trumps Boeing on Price,Irene Klotz,"January 31, 2013"
Europeans Scale Back Ambitions in Space Monitoring,Peter B. de Selding,"January 31, 2013"
Third Time Lucky for South Korea with Satellite Launch Success,Peter B. de Selding,"January 31, 2013"
Atlas 5 Successfully Lofts NASA Data-relay Satellite,Dan Leone,"January 31, 2013"
SN Blog | Credit for Good Behavior? Jailed Former NASA Official Co-produced PBS Shuttle Film,Brian Berger,"January 30, 2013"
Sierra Nevada Brings on Lockheed as Dream Chaser Subcontractor,Dan Leone,"January 30, 2013"
ESA Taps Astrium for Ariane Design Work,Peter B. de Selding,"January 30, 2013"
"With Launch, Japan Begins Rebuilding IGS Spy Satellite Network",Paul Kallender-Umezu,"January 29, 2013"
DARPA Preparing Second Solicitation on Phoenix Effort,Dan Leone,"January 29, 2013"
Congress Approves $15M in Sandy Relief for NASA,Dan Leone,"January 29, 2013"
Troubled U.S. Missile Defense System Passes Flight Test,Mike Gruss,"January 28, 2013"
TDRS-K Satellite Cleared for Launch,Dan Leone,"January 28, 2013"
Vizada Acquisition Gives Astrium a Revenue Boost,Peter B. de Selding,"January 28, 2013"
WGS Partnership Viewed as a Model for Expanded Radarsat Constellation Mission,Peter B. de Selding,"January 28, 2013"
Eutelsat To Field Test New Anti-jamming Capability,Peter B. de Selding,"January 28, 2013"
"Additional Funds, New Members Boost ESA’s 2013 Budget",Peter B. de Selding,"January 28, 2013"
"NGA Likely To Face Shortages in Key Skills, Report Says",Mike Gruss,"January 28, 2013"
"Big Support Contracts, Small Science Missions on NASA’s Radar",Dan Leone,"January 28, 2013"
Satellite Launchers Top List of U.S. Military Procurements for 2013,Mike Gruss,"January 28, 2013"
"Amid Protests, Panetta Supports Antenna Station on Sicily",Tom Kington,"January 28, 2013"
Reporter Mike Gruss Joins SpaceNews Staff,SpaceNews Editor,"January 28, 2013"
Spotlight | Maryland Aerospace Inc.,Debra Werner,"January 28, 2013"
Senate To Vote on $15M in Sandy Relief for NASA,Dan Leone,"January 25, 2013"
"For Israel and Ukraine, ESA Membership a Long Shot",Peter B. de Selding,"January 25, 2013"
ESA Activates Galileo Search-and-rescue Payload,Peter B. de Selding,"January 25, 2013"
U.K. Science Minister Touts New Space Tech Investments,Peter B. de Selding,"January 25, 2013"
Ball Taps Lepore To Run Washington Office,Warren Ferster,"January 24, 2013"
Translation Issues Delay ESA’s Formal Approval of ExoMars Pact with Russia,Peter B. de Selding,"January 24, 2013"
DLR Orders Third Re-entry Demonstrator from Astrium,Peter B. de Selding,"January 24, 2013"
DLR Chief Confident Europe Will Keep Building Orion Prop Modules,Peter B. de Selding,"January 24, 2013"
Rockot Upper Stage Glitch Further Delays ESA Mission,Peter B. de Selding,"January 24, 2013"
"Lockheed Martin Space Systems Reports Smaller Profit, Leadership Change",Peter B. de Selding,"January 24, 2013"
House Republicans Still Seeking Answers on Constellation,Dan Leone,"January 23, 2013"
‘The Beginning of an Industry’: Second Asteroid-mining Company Enters the Picture,Mike Wall,"January 22, 2013"
Arabsat Boosting Ka-band Capacity at Core Orbital Slot,Peter B. de Selding,"January 22, 2013"
"Profile | Stuart Witt, CEO, Mojave Air and Space Port",Irene Klotz,"January 21, 2013"
Budget Uncertainty Complicates U.S. Military Space Planning,Warren Ferster,"January 21, 2013"
USGS Chief To Step Down Following Landsat 8 Launch,SpaceNews Editor,"January 21, 2013"
NASA Telescope Reveals Oddly Bright Black Holes,SpaceNews Editor,"January 21, 2013"
"Hubble Space Telescope Could Continue Mission Until 2018 or Beyond, NASA Says",SpaceNews Editor,"January 21, 2013"
Small Satellite Specialist Nabs Contract To Study GPS Augmentation System,Warren Ferster,"January 18, 2013"
"Chinese Hardware, Financing Changing Satcom Landscape",Peter B. de Selding,"January 18, 2013"
RapidEye Sats Assigned Longer Life Expectancy,Peter B. de Selding,"January 18, 2013"
SpaceX Plans Dragon Pad Abort Test in December,Irene Klotz,"January 18, 2013"
U.S. Air Force Mulling Small GPS Augmentation Satellite,Warren Ferster,"January 17, 2013"
Fix in the Works for Cracked Orion Crew Module,Dan Leone,"January 17, 2013"
Thales Alenia Chief Sees Renewed Competition from U.S. Firms,Peter B. de Selding,"January 17, 2013"
Arianespace Juggling Crowded 2013 Soyuz Launch Manifest,Peter B. de Selding,"January 17, 2013"
S. Korea Launch Attempt Slated for Jan. 30-Feb. 8,Peter B. de Selding,"January 17, 2013"
Pact Puts ESA on ‘Critical Path’ for Second Orion Mission,Peter B. de Selding,"January 16, 2013"
Inflatable Bigelow Module To Fly to Space Station in 2015,Irene Klotz,"January 16, 2013"
Wolf Demands List of All NASA’s Active Space Act Agreements,Dan Leone,"January 16, 2013"
Wolf Asks NASA for List of All Space Act Agreements,Dan Leone,"January 16, 2013"
White House Budget Office to Agencies: Prepare for Sequestration,Dan Leone,"January 16, 2013"
"French, German Government Officials Assess Naples Compromise",Peter B. de Selding,"January 16, 2013"
Crewed Asteroid Mission Will Require Robotic Precursors,Dan Leone,"January 16, 2013"
CSA Chief Leaving To Join New High-tech Venture,David Pugliese,"January 16, 2013"
Luxembourg Replaces Belgium as ESA’s Biggest Contributor by GDP,Peter B. de Selding,"January 15, 2013"
"U.S. Bill Supporting Launch Industry, ISS Becomes Law",Dan Leone,"January 15, 2013"
Japan Launching Next Asteroid-sampling Mission in 2014,Leonard David,"January 14, 2013"
Safety Panel Questions Commercial Crew Plans,SpaceNews Editor,"January 14, 2013"
"Profile | Darryl Davis, President, Boeing Phantom Works",Irene Klotz,"January 14, 2013"
JWST Expected To Weather Looming Sequester Unscathed,Dan Leone,"January 14, 2013"
Across-the-board Cut May Be Best-case Scenario for Planetary Science in a Sequester,Dan Leone,"January 14, 2013"
Japanese Satellite Using Suomi NPP Ground Network,SpaceNews Editor,"January 14, 2013"
Rohrabacher Picked for a Top House Science Post,SpaceNews Editor,"January 14, 2013"
"2012 Brings Good News, Bad News for Commercial Launch Industry",Peter B. de Selding,"January 11, 2013"
Obama’s 2014 Budget Request Running Late,Brian Berger,"January 11, 2013"
JPSS-1 Satellite Platform Clears Critical Design Review,SpaceNews Editor,"January 11, 2013"
Booster Backlog Slows Cape Launch Rate,Irene Klotz,"January 11, 2013"
NASA Hedging Its Bets as It Looks Past James Webb Telescope,Jeff Foust,"January 11, 2013"
Com Dev Balks at Fixed-price RCM Work,Peter B. de Selding,"January 11, 2013"
Balky Cassini Instrument Unlikely To Be Reactivated,Dan Leone,"January 10, 2013"
Lockheed Delivers MUOS Waveform to U.S. Navy,Warren Ferster,"January 10, 2013"
Justice Department Approves DigitalGlobe-GeoEye Merger,Warren Ferster,"January 9, 2013"
Canada Recommits To Building Radarsat Constellation Mission,David Pugliese,"January 9, 2013"
Canadian Space Agency Bracing for 13% Budget Cut,David Pugliese,"January 8, 2013"
Yamal-402 Enters Service Following Errant Launch,Peter B. de Selding,"January 8, 2013"
Arianespace Expects To Follow a Banner 2012 with 11 Launches,Peter B. de Selding,"January 8, 2013"
Former SES Executive Robert Bednarek Dies,Peter B. de Selding,"January 8, 2013"
"New NASA, Bigelow Deal Puts Inflatable Module Closer to Orbit",Dan Leone,"January 7, 2013"
Ball Reorganizes Civil and Operational Space Division,Brian Berger,"January 7, 2013"
"Profile | Joel Scotkin, Chief Executive, Masten Space Systems",Dan Leone,"January 7, 2013"
United Space Alliance Shutters Washington Office,SpaceNews Editor,"January 7, 2013"
Mission Over: Twin Moon Probes Crashed into Lunar Mountain,Robert Z. Pearlman,"January 7, 2013"
"New Export Law Seen as Boon to U.S. Satellite, Component Makers",Warren Ferster,"January 4, 2013"
Spate of Solar-array Failures on SS/L Satellites Traced to Manufacturing Defect,Peter B. de Selding,"January 4, 2013"
Space Programs Get Temporary Reprieve in Fiscal Cliff Deal,Dan Leone,"January 4, 2013"
Delta 4 Launch of WGS-5 Delayed to Late March,Dan Leone,"January 4, 2013"
NASA Begins Search for New Mars Program Director,Dan Leone,"January 4, 2013"
Vega To Loft First of Vietnam’s Four Planned Imaging Satellites,Peter B. de Selding,"January 4, 2013"
Obama Signs Defense Bill with Satellite Export Provisions,Warren Ferster,"January 3, 2013"
CNES Design Team Sets ‘Triple-seven’ Goal for Ariane 6,Peter B. de Selding,"January 2, 2013"
$30M Stock Sale To Give Globalstar Cash Infusion,Peter B. de Selding,"January 2, 2013"
SpaceX Chief Makes Defense News ‘Most Influential’ List,Brian Berger,"December 31, 2012"
U.S. Air Force Awards $2B AEHF Production Contract,Warren Ferster,"December 29, 2012"
"U.S. Bill Ends Joint Missile Defense Effort, Preserves ORS Office",Warren Ferster,"December 28, 2012"
India To Double On-orbit Transponders by 2017 under $7.2B Plan,K.S. Jayaraman,"December 28, 2012"
"Orbcomm, SpaceX Renegotiate Launch Contract for 18 Second-generation Satellites",Peter B. de Selding,"December 28, 2012"
SpaceX’s Grasshopper Hits 40 Meters in Third Test,SpaceNews Editor,"December 28, 2012"
Newest Landsat Readied for Launch as Oldest Nears End of Mission,Dan Leone,"December 26, 2012"
"U.S. House, Senate Pass Satellite Export Reform Legislation",Warren Ferster,"December 21, 2012"
Longtime NASA Champion Taking Over Senate Appropriations,Warren Ferster,"December 21, 2012"
"Ariane 5 Lofts Pair of Satellites for British, Mexican Governments",Peter B. de Selding,"December 20, 2012"
Independent IS-19 Investigation Clears Sea Launch Rocket,Peter B. de Selding,"December 19, 2012"
Gogo To Up In-flight Internet Coverage with SES Satellites,Peter B. de Selding,"December 19, 2012"
Italy Debates Wisdom of Cultivating Sector Competition,Peter B. de Selding,"December 18, 2012"
Xtar Touts $8 Million in New Business for the Year,SpaceNews Editor,"December 17, 2012"
Satmex Expects To Squeeze Extra 5 Months from Satmex 5,Peter B. de Selding,"December 17, 2012"
SpaceNews 2012 | The Year in Review: January,SpaceNews Editor,"December 17, 2012"
SpaceNews 2012 | The Year in Review: February,SpaceNews Editor,"December 17, 2012"
SpaceNews 2012 | The Year in Review: March,SpaceNews Editor,"December 17, 2012"
SpaceNews 2012 | The Year in Review: April,SpaceNews Editor,"December 17, 2012"
SpaceNews 2012 | The Year in Review: May,SpaceNews Editor,"December 17, 2012"
SpaceNews 2012 | The Year in Review: June,SpaceNews Editor,"December 17, 2012"
SpaceNews 2012 | The Year in Review: July,SpaceNews Editor,"December 17, 2012"
SpaceNews 2012 | The Year in Review: August,SpaceNews Editor,"December 17, 2012"
SpaceNews 2012 | The Year in Review: September,SpaceNews Editor,"December 17, 2012"
SpaceNews 2012 | The Year in Review: October,SpaceNews Editor,"December 17, 2012"
SpaceNews 2012 | The Year in Review: November,SpaceNews Editor,"December 17, 2012"
SpaceNews 2012 | The Year in Review: December,SpaceNews Editor,"December 17, 2012"
Climate Monitoring | IRIS Mission May Help Scientists Solve Solar Heat Mystery,Debra Werner,"December 17, 2012"
